Data transakcji;Klient;Kwota
2026-01-13;901;249
2026-01-13;922;199
2026-01-13;432;169
2026-01-13;435;169
2026-01-14;923;1299
2026-01-14;802;211.65
2026-01-14;924;1299
2026-01-14;804;211.65
2026-01-14;902;249
2026-01-14;925;199
2026-01-14;892;199
2026-01-14;903;249
2026-01-15;805;211.65
2026-01-15;806;211.65
2026-01-15;926;1299
2026-01-15;927;189.05
2026-01-15;614;169
2026-01-15;291;169
2026-01-15;905;249
2026-01-15;68;199
2026-01-15;928;199
2026-01-15;554;199
2026-01-16;601;169
2026-01-16;233;169
2026-01-16;929;1299
2026-01-16;930;199
2026-01-16;770;249
2026-01-16;810;211.65
2026-01-16;811;211.65
2026-01-17;771;249
2026-01-17;813;249
2026-01-17;497;169
2026-01-17;931;199
2026-01-17;932;179.1
2026-01-17;847;249
2026-01-18;503;169
2026-01-18;848;249
2026-01-18;933;199
2026-01-18;849;249
2026-01-18;934;199
2026-01-18;935;1299
2026-01-18;936;199
2026-01-18;359;199
2026-01-19;937;199
2026-01-19;938;199
2026-01-19;939;1234.05
2026-01-19;940;199
2026-01-19;941;159.2
2026-01-19;116;990
2026-01-19;942;1299
2026-01-19;943;1169.1
2026-01-19;850;249
2026-01-19;944;199
2026-01-19;945;1299
2026-01-19;946;199
2026-01-19;514;199
2026-01-19;947;199
2026-01-19;948;1299
2026-01-19;949;199
2026-01-19;950;1299
2026-01-19;951;159.2
2026-01-19;952;199
2026-01-19;953;1299
2026-01-19;954;1299
2026-01-19;955;199
2026-01-19;812;1299
2026-01-19;337;199
2026-01-19;956;1299
2026-01-19;461;199
2026-01-20;506;199
2026-01-21;906;249
2026-01-21;693;199
2026-01-21;852;199
2026-01-21;853;199
2026-01-22;168;79.2
2026-01-22;626;199
2026-01-22;562;199
2026-01-23;858;199
2026-01-23;555;199
2026-01-24;822;199.2
2026-01-24;658;199
2026-01-24;824;249
2026-01-24;659;199
2026-01-24;909;249
2026-01-24;861;199
2026-01-24;180;88.11
2026-01-24;181;88.11
2026-01-25;530;199
2026-01-25;957;249
2026-01-25;863;199
2026-01-25;62;55.2
2026-01-25;864;199
2026-01-25;826;249
2026-01-26;638;199
2026-01-26;958;249
2026-01-26;695;199
2026-01-26;69;69
2026-01-26;118;79.2
2026-01-27;828;249
2026-01-27;910;249
2026-01-27;866;199
2026-01-27;73;55.2
2026-01-27;867;199
2026-01-28;338;199
2026-01-28;959;199.2
2026-01-28;60;69
2026-01-28;868;199
2026-01-28;960;249
2026-01-28;558;199
2026-01-28;700;179.1
2026-01-29;186;91.08
2026-01-29;701;179.1
2026-01-29;961;1999
2026-01-29;911;249
2026-01-29;584;124.5
2026-01-30;871;199
2026-01-30;189;99
2026-01-30;784;216.63
2026-01-30;872;159.2
2026-01-30;912;249
2026-01-30;570;157.17
2026-01-30;913;249
2026-01-30;121;99
2026-01-30;875;185.07
2026-01-30;571;169
2026-01-30;572;157.17
2026-01-30;196;99
2026-01-30;879;199
2026-01-30;372;216.63
2026-01-31;704;199
2026-01-31;794;249
2026-01-31;962;249
2026-01-31;198;91.08
2026-01-31;199;99
2026-01-31;963;249
2026-01-31;202;79.2
2026-01-31;204;99
2026-01-31;213;99
2026-01-31;217;99
2026-02-01;881;199
2026-02-01;883;199
2026-02-01;885;199
2026-02-01;347;249
2026-02-01;964;249
2026-02-01;471;199
2026-02-01;888;199
2026-02-01;889;199
2026-02-01;890;199
2026-02-01;893;179.1
2026-02-01;894;199
2026-02-01;895;199
2026-02-02;830;249
2026-02-02;965;249
2026-02-02;535;199
2026-02-02;712;199
2026-02-02;966;249
2026-02-02;343;199
2026-02-03;831;249
2026-02-03;641;199
2026-02-04;132;69
2026-02-04;585;169
2026-02-04;670;199
2026-02-04;967;1999
2026-02-04;220;99
2026-02-05;898;249
2026-02-05;721;199
2026-02-05;7;75.65
2026-02-06;790;249
2026-02-06;968;249
2026-02-06;539;159.2
2026-02-06;17;75.65
2026-02-06;39;79.2
2026-02-06;256;169
2026-02-06;703;199
2026-02-06;29;80.1
2026-02-06;31;89
2026-02-06;37;89
2026-02-06;969;249
2026-02-07;821;249
2026-02-07;730;159.2
2026-02-07;835;249
2026-02-07;733;199
2026-02-07;740;159.2
2026-02-07;741;199
2026-02-07;792;249
2026-02-07;970;224.1
2026-02-07;743;199
2026-02-07;744;199
2026-02-08;899;249
2026-02-08;268;169
2026-02-08;272;169
2026-02-08;608;160.55
2026-02-08;752;159.2
2026-02-08;753;199
2026-02-08;754;199
2026-02-08;755;199
2026-02-08;971;1799.1
2026-02-08;756;159.2
2026-02-08;270;199
2026-02-08;288;169
2026-02-08;291;169
2026-02-08;293;169
2026-02-08;297;169
2026-02-08;301;160.55
2026-02-08;614;169
2026-02-09;837;249
2026-02-09;972;249
2026-02-10;915;249
2026-02-10;973;249
2026-02-10;838;249
2026-02-10;974;249
2026-02-10;900;249
2026-02-11;351;199
2026-02-11;527;199
2026-02-11;550;199
2026-02-11;916;249
2026-02-11;678;199
2026-02-11;842;249
2026-02-11;401;199
2026-02-12;681;199
2026-02-12;844;249
2026-02-12;683;159.2
2026-02-12;162;159.2
2026-02-12;919;249
2026-02-13;975;249
2026-02-13;976;1899.05
2026-02-13;901;249
2026-02-13;977;249
2026-02-13;432;169
2026-02-13;922;199
2026-02-13;435;169
2026-02-14;802;211.65
2026-02-14;804;211.65
2026-02-14;902;249
2026-02-14;892;199
2026-02-14;925;199
2026-02-14;443;1279.2
2026-02-15;805;211.65
2026-02-15;905;249
2026-02-15;68;199
2026-02-15;554;199
2026-02-16;978;249
2026-02-16;233;169
2026-02-16;930;199
2026-02-16;770;249
2026-02-16;810;211.65
2026-02-16;811;211.65
2026-02-17;771;249
2026-02-17;813;249
2026-02-17;497;169
2026-02-17;979;1899.05
2026-02-17;980;249
2026-02-17;981;1899.05
2026-02-17;931;199
2026-02-17;932;179.1
2026-02-17;847;249
2026-02-18;503;169
2026-02-18;848;249
2026-02-18;933;199
2026-02-18;849;249
2026-02-18;982;249
2026-02-18;936;199
2026-02-18;359;199
2026-02-19;937;199
2026-02-19;983;249
2026-02-19;938;199
2026-02-19;984;249
2026-02-19;940;199
2026-02-19;941;159.2
2026-02-19;985;249
2026-02-19;850;249
2026-02-19;946;199
2026-02-19;514;199
2026-02-19;947;199
2026-02-19;951;159.2
2026-02-19;952;199
2026-02-19;955;199
2026-02-19;337;199
2026-02-19;461;199
2026-02-20;506;199
2026-02-21;906;249
2026-02-21;693;199
2026-02-21;852;199
2026-02-22;986;249
2026-02-22;168;79.2
2026-02-22;987;249
2026-02-22;562;199
2026-02-23;858;199
2026-02-23;928;199
2026-02-23;988;249
2026-02-24;822;199.2
2026-02-24;824;249
2026-02-24;659;199
2026-02-24;944;249
2026-02-24;861;199
2026-02-24;180;88.11
2026-02-24;181;88.11
2026-02-25;530;199
2026-02-25;863;199
2026-02-25;957;249
2026-02-25;62;55.2
2026-02-25;864;199
2026-02-25;826;249
2026-02-26;638;199
2026-02-26;989;249
2026-02-26;990;249
2026-02-26;991;249
2026-02-26;958;249
2026-02-26;695;199
2026-02-26;69;69
2026-02-26;118;79.2
2026-02-27;828;249
2026-02-27;992;1799
2026-02-27;993;249
2026-02-27;73;55.2
2026-02-27;867;199
2026-02-27;994;1999
2026-02-27;995;199.2
2026-02-28;338;199
2026-02-28;704;199
2026-02-28;186;91.08
2026-02-28;189;99
2026-02-28;198;91.08
2026-02-28;962;249
2026-02-28;199;99
2026-02-28;784;216.63
2026-02-28;872;159.2
2026-02-28;701;179.1
2026-02-28;959;199.2
2026-02-28;912;249
2026-02-28;911;249
2026-02-28;996;249
2026-02-28;570;157.17
2026-02-28;202;79.2
2026-02-28;558;199
2026-02-28;204;99
2026-02-28;121;99
2026-02-28;875;185.07
2026-02-28;571;169
2026-02-28;572;157.17
2026-02-28;196;99
2026-02-28;700;179.1
2026-02-28;217;99
2026-02-28;372;216.63
2026-03-01;871;199
2026-03-01;881;199
2026-03-01;997;224.1
2026-03-01;883;199
2026-03-01;347;249
2026-03-01;471;199
2026-03-01;888;199
2026-03-01;889;199
2026-03-01;890;199
2026-03-01;892;199
2026-03-01;893;179.1
2026-03-01;894;199
2026-03-01;895;199
2026-03-02;830;249
2026-03-02;965;249
2026-03-02;998;249
2026-03-02;999;249
2026-03-02;712;199
2026-03-02;343;199
2026-03-03;1000;249
2026-03-03;1001;249
2026-03-03;831;249
2026-03-03;534;249
2026-03-03;1002;249
2026-03-03;1003;249
2026-03-03;641;199
2026-03-04;132;69
2026-03-04;585;169
2026-03-04;220;99
2026-03-05;721;199
2026-03-05;7;75.65
2026-03-06;539;159.2
2026-03-06;968;249
2026-03-06;17;75.65
2026-03-06;256;169
2026-03-06;29;80.1
2026-03-06;31;89
2026-03-06;37;89
2026-03-06;969;249
2026-03-07;821;249
2026-03-07;730;159.2
2026-03-07;835;249
2026-03-07;733;199
2026-03-07;60;69
2026-03-07;1004;249
2026-03-07;740;159.2
2026-03-07;741;199
2026-03-07;743;199
2026-03-07;1005;249
2026-03-07;970;224.1
2026-03-08;899;249
2026-03-08;268;169
2026-03-08;272;169
2026-03-08;39;79.2
2026-03-08;608;160.55
2026-03-08;752;159.2
2026-03-08;753;199
2026-03-08;754;199
2026-03-08;1006;249
2026-03-08;755;199
2026-03-08;756;159.2
2026-03-08;270;199
2026-03-08;288;169
2026-03-08;291;169
2026-03-08;293;169
2026-03-08;297;169
2026-03-08;301;160.55
2026-03-08;614;169
2026-03-09;837;249
2026-03-09;483;1199
2026-03-09;1007;249
2026-03-10;915;249
2026-03-10;973;249
2026-03-10;838;249
2026-03-10;900;249
2026-03-10;1008;199.2
2026-03-11;1009;249
2026-03-11;351;199
2026-03-11;1010;249
2026-03-11;1011;249
2026-03-11;527;199
2026-03-11;550;199
2026-03-11;916;249
2026-03-11;678;199
2026-03-11;1012;249
2026-03-11;1013;236.55
2026-03-11;842;249
2026-03-11;401;199
2026-03-11;1014;249
2026-03-12;1015;249
2026-03-12;683;159.2
2026-03-12;162;159.2
2026-03-12;919;249
2026-03-13;975;249
2026-03-13;1016;249
2026-03-13;432;169
2026-03-13;922;199
2026-03-13;435;169
2026-03-14;804;211.65
2026-03-14;902;249
2026-03-14;925;199
2026-03-15;963;249
2026-03-15;805;211.65
2026-03-15;977;1799
2026-03-15;68;199
2026-03-15;554;199
2026-03-16;978;249
2026-03-16;233;169
2026-03-16;770;249
2026-03-16;810;211.65
2026-03-17;771;249
2026-03-17;813;249
2026-03-17;497;169
2026-03-17;980;249
2026-03-17;931;199
2026-03-17;932;179.1
2026-03-17;847;249
2026-03-18;1017;249
2026-03-18;503;169
2026-03-18;1018;249
2026-03-18;1019;249
2026-03-18;848;249
2026-03-18;933;199
2026-03-18;982;249
2026-03-18;936;199
2026-03-18;359;199
2026-03-19;937;199
2026-03-19;983;249
2026-03-19;1020;1329.05
2026-03-19;938;199
2026-03-19;940;199
2026-03-19;1021;219
2026-03-19;984;249
2026-03-19;941;159.2
2026-03-19;985;249
2026-03-19;946;199
2026-03-19;514;199
2026-03-19;947;199
2026-03-19;951;159.2
2026-03-19;955;199
2026-03-19;337;199
2026-03-19;461;199
2026-03-20;506;199
2026-03-20;1022;219
2026-03-20;1023;208.05
2026-03-20;1024;1329.05
2026-03-20;966;249
2026-03-20;1025;1399
2026-03-20;952;199
2026-03-20;1026;208.05
2026-03-20;1027;2089.05
2026-03-20;1028;1329.05
2026-03-20;1029;2089.05
2026-03-20;1030;208.05
2026-03-21;1031;219
2026-03-21;1032;219
2026-03-21;906;249
2026-03-21;693;199
2026-03-22;168;79.2
2026-03-22;987;249
2026-03-22;562;199
2026-03-22;1033;219
2026-03-23;858;199
2026-03-23;1034;219
2026-03-23;1035;219
2026-03-23;745;1399
2026-03-23;1036;219
2026-03-23;988;249
2026-03-23;1037;208.05
2026-03-24;1038;1399
2026-03-24;1039;1399
2026-03-24;1040;219
2026-03-24;822;199.2
2026-03-24;1001;1317.83
2026-03-24;957;1389.07
2026-03-24;824;249
2026-03-24;1041;219
2026-03-24;1004;1399
2026-03-24;1035;1187.13
2026-03-24;984;1189.74
2026-03-24;861;199
2026-03-24;1042;1399
2026-03-24;1043;219
2026-03-24;1044;219
2026-03-24;180;88.11
2026-03-24;181;88.11
2026-03-24;1045;219
2026-03-24;1046;1399
2026-03-24;1047;1399
2026-03-24;1048;1399
2026-03-24;1049;219
2026-03-24;1050;219
2026-03-24;1051;1399
2026-03-25;530;199
2026-03-25;863;199
2026-03-25;1052;219
2026-03-25;62;55.2
2026-03-25;864;199
2026-03-25;826;249
2026-03-26;1053;249
2026-03-26;638;199
2026-03-26;989;249
2026-03-26;991;249
2026-03-26;695;199
2026-03-26;69;69
2026-03-26;118;79.2
2026-03-27;828;249
2026-03-27;993;249
2026-03-27;73;55.2
2026-03-27;867;199
2026-03-27;995;199.2
2026-03-28;1054;249
2026-03-28;338;199
2026-03-28;959;199.2
2026-03-28;996;249
2026-03-28;558;199
2026-03-29;1055;1799
2026-03-29;701;179.1
2026-03-29;1056;236.55
2026-03-30;871;199
2026-03-30;189;99
2026-03-30;1057;249
2026-03-30;570;157.17
2026-03-30;121;99
2026-03-30;875;185.07
2026-03-30;571;169
2026-03-30;572;157.17
2026-03-30;196;99
2026-03-31;198;91.08
2026-03-31;199;99
2026-03-31;202;79.2
2026-03-31;204;99
2026-03-31;912;1349.72
